,Symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-l/100km,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
106,0.0,122.0,peugot,four,wagon,rwd,front,114.2,2.0044354823836934,1.1948513637437368,2.0153969562563145,3230.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24.0,12440.0,Low,False,True,True,False
107,0.0,122.0,peugot,four,wagon,rwd,front,114.2,2.0044354823836934,1.1948513637437368,2.0153969562563145,3430.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25.0,13860.0,Low,True,False,True,False
108,0.0,161.0,peugot,four,sedan,rwd,front,107.9,1.0143505413218947,1.1948513637437368,1.1983441361524039,3075.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24.0,15580.0,Low,False,True,False,True
109,0.0,161.0,peugot,four,sedan,rwd,front,107.9,1.0143505413218947,1.1948513637437368,1.1983441361524039,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33.0,16900.0,Low,True,False,True,False
110,0.0,122.0,peugot,four,wagon,rwd,front,114.2,2.0044354823836934,1.1948513637437368,1.1983441361524039,3285.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24.0,16695.0,Low,False,True,False,True
111,0.0,122.0,peugot,four,wagon,rwd,front,114.2,2.0044354823836934,1.1948513637437368,2.0153969562563145,3485.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25.0,17075.0,Low,True,False,True,False
112,0.0,161.0,peugot,four,sedan,rwd,front,107.9,1.0143505413218947,1.1948513637437368,1.1983441361524039,3075.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24.0,16630.0,Low,False,True,False,True
113,0.0,161.0,peugot,four,sedan,rwd,front,107.9,1.0143505413218947,1.1948513637437368,1.1983441361524039,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33.0,17950.0,Low,True,False,True,False
114,0.0,161.0,peugot,four,sedan,rwd,front,108.0,1.0143505413218947,1.1472656446804297,0.9123756491160341,3130.0,l,four,134.0,mpfi,3.61,3.21,7.0,142.0,5600.0,13.055555555555555,24.0,18150.0,Medium,False,True,False,True
115,1.0,119.0,plymouth,two,hatchback,fwd,front,93.7,-1.371591857630303,-0.9940917131682072,-1.211961683154135,1918.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,41.0,5572.0,Low,False,True,True,False
116,1.0,119.0,plymouth,two,hatchback,fwd,front,93.7,-1.371591857630303,-0.9940917131682072,-1.211961683154135,2128.0,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,30.0,7957.0,Low,False,True,False,True
117,1.0,154.0,plymouth,four,hatchback,fwd,front,93.7,-1.371591857630303,-0.9940917131682072,-1.2936669651645243,1967.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38.0,6229.0,Low,False,True,False,True
118,1.0,154.0,plymouth,four,sedan,fwd,front,93.7,-0.5600468239730924,-0.9940917131682072,-1.211961683154135,1989.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38.0,6692.0,Low,False,True,True,False
119,1.0,154.0,plymouth,four,sedan,fwd,front,93.7,-0.5600468239730924,-0.9940917131682072,-1.211961683154135,2191.0,ohc,four,98.0,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38.0,7609.0,Low,False,True,False,True
120,-1.0,74.0,plymouth,four,wagon,fwd,front,103.3,0.03238105059667016,-0.6134059606617842,2.4647760073134632,2535.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,9.791666666666666,30.0,8921.0,Low,False,True,True,False
121,3.0,122.0,plymouth,two,hatchback,rwd,front,95.9,-0.0812352541153398,0.1955512634143688,-1.457077529185306,2818.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,24.0,12764.0,Medium,False,True,True,False
122,3.0,186.0,porsche,two,hatchback,rwd,front,94.5,-0.43019961858793904,1.1472656446804297,-1.457077529185306,2778.0,ohc,four,151.0,mpfi,3.94,3.11,9.5,143.0,5500.0,12.368421052631579,27.0,22018.0,Medium,False,True,True,False
123,3.0,122.0,porsche,two,hardtop,rwd,rear,89.5,-0.43019961858793904,-0.4230630844085694,-0.8851405551125691,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25.0,32528.0,High,False,True,True,False
124,3.0,122.0,porsche,two,hardtop,rwd,rear,89.5,-0.43019961858793904,-0.4230630844085694,-0.8851405551125691,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25.0,34028.0,High,False,True,False,True
125,3.0,122.0,porsche,two,convertible,rwd,rear,89.5,-0.43019961858793904,-0.4230630844085694,-0.8851405551125691,2800.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25.0,37028.0,High,False,True,True,False
126,0.0,122.0,renault,four,wagon,fwd,front,96.1,0.5923471238201461,0.29072270154097624,0.5855545210744709,2579.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,31.0,9295.0,Low,False,True,True,False
127,2.0,122.0,renault,two,hatchback,fwd,front,96.1,0.2109209580012579,0.33830842060427657,-1.3345196061697204,2460.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,31.0,9895.0,Low,False,True,True,False
128,3.0,150.0,saab,two,hatchback,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2658.0,ohc,four,121.0,mpfi,3.54,3.07,9.31,110.0,5250.0,11.19047619047619,28.0,11850.0,Low,False,True,True,False
129,2.0,104.0,saab,four,sedan,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2695.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28.0,12170.0,Low,False,True,True,False
130,3.0,150.0,saab,two,hatchback,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2707.0,ohc,four,121.0,mpfi,2.54,2.07,9.3,110.0,5250.0,11.19047619047619,28.0,15040.0,Low,False,True,True,False
131,2.0,104.0,saab,four,sedan,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2758.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28.0,15510.0,Low,False,True,True,False
132,3.0,150.0,saab,two,hatchback,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2808.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26.0,18150.0,Medium,False,True,True,False
133,2.0,104.0,saab,four,sedan,fwd,front,99.1,1.006235090985323,0.29072270154097624,0.9532282901212302,2847.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26.0,18620.0,Medium,False,True,True,False
134,2.0,83.0,subaru,two,hatchback,fwd,front,93.7,-1.404053658976592,-1.1844345894214188,-0.027235094003462145,2050.0,ohcf,four,97.0,2bbl,3.62,2.36,9.0,69.0,4900.0,7.580645161290323,36.0,5118.0,Low,False,True,True,False
135,2.0,83.0,subaru,two,hatchback,fwd,front,93.7,-1.322899155610871,-1.0892631512948112,-0.027235094003462145,2120.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31.0,7053.0,Low,False,True,True,False
136,2.0,83.0,subaru,two,hatchback,4wd,front,93.3,-1.371591857630303,-0.9940917131682072,0.7898177261004486,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31.0,7603.0,Low,False,True,False,True
137,0.0,102.0,subaru,four,sedan,fwd,front,97.2,-0.17862065815420416,-0.23272020815535452,-0.5174667860658098,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4800.0,7.34375,37.0,7126.0,Low,False,True,False,True
138,0.0,102.0,subaru,four,sedan,fwd,front,97.2,-0.17862065815420416,-0.23272020815535452,-0.5174667860658098,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4400.0,8.392857142857142,33.0,7775.0,Low,False,True,True,False
139,0.0,102.0,subaru,four,sedan,fwd,front,97.2,-0.17862065815420416,-0.23272020815535452,-0.5174667860658098,2340.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,9.038461538461538,32.0,9960.0,Low,False,True,True,False
140,0.0,102.0,subaru,four,sedan,4wd,front,97.0,-0.17862065815420416,-0.23272020815535452,0.21788075202770876,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,9.791666666666666,25.0,9233.0,Low,False,True,True,False
141,0.0,102.0,subaru,four,sedan,4wd,front,97.0,-0.17862065815420416,-0.23272020815535452,0.21788075202770876,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,9.791666666666666,29.0,11259.0,Low,False,True,True,False
142,0.0,89.0,subaru,four,wagon,fwd,front,97.0,-0.05688890310562256,-0.23272020815535452,-0.3132035810398321,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,8.392857142857142,32.0,7463.0,Low,False,True,True,False
143,0.0,89.0,subaru,four,wagon,fwd,front,97.0,-0.05688890310562256,-0.23272020815535452,-0.3132035810398321,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,9.4,31.0,10198.0,Low,False,True,True,False
144,0.0,85.0,subaru,four,wagon,4wd,front,96.9,-0.048773452769050915,-0.23272020815535452,0.46299659805888255,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,10.217391304347826,29.0,8013.0,Low,False,True,True,False
145,0.0,85.0,subaru,four,wagon,4wd,front,96.9,-0.048773452769050915,-0.23272020815535452,0.46299659805888255,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,10.217391304347826,23.0,11694.0,Low,False,True,False,True
146,1.0,87.0,toyota,two,hatchback,fwd,front,95.7,-1.2579755529182954,-1.0892631512948112,0.29958603403810097,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,6.714285714285714,39.0,5348.0,Low,False,True,True,False
147,1.0,87.0,toyota,two,hatchback,fwd,front,95.7,-1.2579755529182954,-1.0892631512948112,0.29958603403810097,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38.0,6338.0,Low,False,True,True,False
148,1.0,74.0,toyota,four,hatchback,fwd,front,95.7,-1.2579755529182954,-1.0892631512948112,0.29958603403810097,2015.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38.0,6488.0,Low,False,True,True,False
149,0.0,77.0,toyota,four,wagon,fwd,front,95.7,-0.36527601589536357,-1.0892631512948112,2.1788075202770965,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,37.0,6918.0,Low,False,True,False,True
150,0.0,81.0,toyota,four,wagon,4wd,front,95.7,-0.36527601589536357,-1.0892631512948112,2.1788075202770965,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32.0,7898.0,Low,False,True,True,False
151,0.0,91.0,toyota,four,wagon,4wd,front,95.7,-0.36527601589536357,-1.0892631512948112,2.1788075202770965,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32.0,8778.0,Low,False,True,True,False
152,0.0,91.0,toyota,four,sedan,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3132035810398321,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37.0,6938.0,Low,False,True,True,False
153,0.0,91.0,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3949088630502243,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37.0,7198.0,Low,False,True,True,False
154,0.0,91.0,toyota,four,sedan,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3132035810398321,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,6.911764705882353,36.0,7898.0,Low,True,False,True,False
155,0.0,91.0,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3949088630502243,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,6.184210526315789,47.0,7788.0,Low,True,False,True,False
156,0.0,91.0,toyota,four,sedan,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3132035810398321,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,6.184210526315789,47.0,7738.0,Low,False,True,True,False
157,0.0,91.0,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3949088630502243,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34.0,8358.0,Low,False,True,True,False
158,0.0,91.0,toyota,four,sedan,fwd,front,95.7,-0.6412013273388134,-0.7085773987883849,-0.3949088630502243,2140.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34.0,9258.0,Low,False,True,True,False
159,1.0,168.0,toyota,two,sedan,rwd,front,94.5,-0.4464305192610846,-0.8989202750415998,-0.4766141450606136,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34.0,8058.0,Low,False,True,True,False
160,1.0,168.0,toyota,two,hatchback,rwd,front,94.5,-0.4464305192610846,-0.8989202750415998,-0.4766141450606136,2204.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34.0,8238.0,Low,False,True,True,False
161,1.0,168.0,toyota,two,sedan,rwd,front,94.5,-0.4464305192610846,-0.8989202750415998,-0.4766141450606136,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29.0,9298.0,Low,False,True,True,False
162,1.0,168.0,toyota,two,hatchback,rwd,front,94.5,-0.4464305192610846,-0.8989202750415998,-0.4766141450606136,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29.0,9538.0,Low,False,True,True,False
163,2.0,134.0,toyota,two,hardtop,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.7217299910917875,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,8449.0,Low,False,True,True,False
164,2.0,134.0,toyota,two,hardtop,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.7217299910917875,2536.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,9639.0,Low,False,True,True,False
165,2.0,134.0,toyota,two,hatchback,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.7217299910917875,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,9989.0,Low,False,True,True,False
166,2.0,134.0,toyota,two,hardtop,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.7217299910917875,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,11199.0,Low,False,True,True,False
167,2.0,134.0,toyota,two,hatchback,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.7217299910917875,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,11549.0,Low,False,True,True,False
168,2.0,134.0,toyota,two,convertible,rwd,front,98.4,0.16222825598182342,-0.13754877002875385,-0.3132035810398321,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30.0,17669.0,Low,False,True,True,False
169,-1.0,65.0,toyota,four,sedan,fwd,front,102.4,0.11353555396239123,0.29072270154097624,0.46299659805888255,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,8.10344827586207,34.0,8948.0,Low,False,True,True,False
170,-1.0,65.0,toyota,four,sedan,fwd,front,102.4,0.11353555396239123,0.29072270154097624,0.46299659805888255,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73.0,4500.0,7.833333333333333,33.0,10698.0,Low,True,False,True,False
171,-1.0,65.0,toyota,four,hatchback,fwd,front,102.4,0.11353555396239123,0.29072270154097624,0.05447018800692719,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32.0,9988.0,Low,False,True,True,False
172,-1.0,65.0,toyota,four,sedan,fwd,front,102.4,0.11353555396239123,0.29072270154097624,0.46299659805888255,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32.0,10898.0,Low,False,True,True,False
173,-1.0,65.0,toyota,four,hatchback,fwd,front,102.4,0.11353555396239123,0.29072270154097624,0.05447018800692719,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32.0,11248.0,Low,False,True,True,False
174,3.0,197.0,toyota,two,hatchback,rwd,front,102.9,0.7546561305515882,0.861751330300614,-0.7217299910917875,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,11.75,24.0,16558.0,Medium,False,True,False,True
175,3.0,197.0,toyota,two,hatchback,rwd,front,102.9,0.7546561305515882,0.861751330300614,-0.7217299910917875,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,12.368421052631579,24.0,15998.0,Medium,False,True,True,False
176,-1.0,90.0,toyota,four,sedan,rwd,front,104.5,1.1036204950241897,0.29072270154097624,0.13617547001731942,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156.0,5200.0,11.75,24.0,15690.0,Medium,False,True,True,False
177,-1.0,122.0,toyota,four,wagon,rwd,front,104.5,1.1036204950241897,0.29072270154097624,0.13617547001731942,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156.0,5200.0,12.368421052631579,24.0,15750.0,Medium,False,True,True,False
178,2.0,122.0,volkswagen,two,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2261.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46.0,7775.0,Low,True,False,True,False
179,2.0,122.0,volkswagen,two,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34.0,7975.0,Low,False,True,True,False
180,2.0,94.0,volkswagen,four,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46.0,7995.0,Low,True,False,True,False
181,2.0,94.0,volkswagen,four,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34.0,8195.0,Low,False,True,True,False
182,2.0,94.0,volkswagen,four,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34.0,8495.0,Low,False,True,True,False
183,2.0,94.0,volkswagen,four,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,6.351351351351352,42.0,9495.0,Low,True,False,True,False
184,2.0,94.0,volkswagen,four,sedan,fwd,front,97.3,-0.2029670091639214,-0.18513448909205418,0.7898177261004486,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100.0,5500.0,9.038461538461538,32.0,9995.0,Low,False,True,True,False
185,3.0,122.0,volkswagen,two,convertible,fwd,front,94.5,-1.209282850898861,-0.8037488369149923,0.7489650850952525,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29.0,11595.0,Low,False,True,True,False
186,3.0,256.0,volkswagen,two,hatchback,fwd,front,94.5,-0.6898940293582478,-0.8989202750415998,-0.9668458371229612,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29.0,9980.0,Low,False,True,True,False
187,0.0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.4868462694447077,0.48106557779419107,0.5447018800692748,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,12.368421052631579,24.0,13295.0,Low,False,True,False,True
188,0.0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.4868462694447077,0.48106557779419107,0.5447018800692748,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,7.121212121212121,38.0,13845.0,Low,True,False,True,False
189,0.0,122.0,volkswagen,four,wagon,fwd,front,100.4,0.7221943292052992,0.48106557779419107,0.5447018800692748,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88.0,5500.0,9.4,31.0,12290.0,Low,False,True,True,False
190,-2.0,103.0,volvo,four,sedan,rwd,front,104.3,1.1847749983899107,0.6238227349840989,0.9940809311264263,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28.0,12940.0,Low,False,True,True,False
191,-1.0,74.0,volvo,four,wagon,rwd,front,104.3,1.1847749983899107,0.6238227349840989,1.525165264193967,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28.0,13415.0,Low,False,True,True,False
192,-2.0,103.0,volvo,four,sedan,rwd,front,104.3,1.1847749983899107,0.6238227349840989,0.9940809311264263,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28.0,15985.0,Low,False,True,False,True
193,-1.0,74.0,volvo,four,wagon,rwd,front,104.3,1.1847749983899107,0.6238227349840989,1.525165264193967,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28.0,16515.0,Low,False,True,True,False
194,-2.0,103.0,volvo,four,sedan,rwd,front,104.3,1.1847749983899107,0.6238227349840989,0.9940809311264263,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22.0,18420.0,Medium,False,True,True,False
195,-1.0,74.0,volvo,four,wagon,rwd,front,104.3,1.1847749983899107,0.6238227349840989,1.525165264193967,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22.0,18950.0,Medium,False,True,True,False
196,-1.0,95.0,volvo,four,sedan,rwd,front,109.1,1.1847749983899107,1.432779959060252,0.7081124440900564,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28.0,16845.0,Low,False,True,True,False
197,-1.0,95.0,volvo,four,sedan,rwd,front,109.1,1.1847749983899107,1.3851942399969448,0.7081124440900564,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160.0,5300.0,12.368421052631579,25.0,19045.0,Medium,False,True,True,False
198,-1.0,95.0,volvo,four,sedan,rwd,front,109.1,1.1847749983899107,1.432779959060252,0.7081124440900564,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134.0,5500.0,13.055555555555555,23.0,21485.0,Medium,False,True,False,True
199,-1.0,95.0,volvo,four,sedan,rwd,front,109.1,1.1847749983899107,1.432779959060252,0.7081124440900564,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106.0,4800.0,9.038461538461538,27.0,22470.0,Low,True,False,False,True
200,-1.0,95.0,volvo,four,sedan,rwd,front,109.1,1.1847749983899107,1.432779959060252,0.7081124440900564,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,12.368421052631579,25.0,22625.0,Low,False,True,True,False
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
